Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Thurrock,E06000034,Upper tier local authority,2020-04-01,10.0,103
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-01,4.0,71
Tameside,E08000008,Upper tier local authority,2020-04-01,15.0,131
Swindon,E06000030,Upper tier local authority,2020-04-01,8.0,54
Sutton,E09000029,Upper tier local authority,2020-04-01,37.0,248
Surrey,E10000030,Upper tier local authority,2020-04-01,92.0,851
Sunderland,E08000024,Upper tier local authority,2020-04-01,43.0,206
Suffolk,E10000029,Upper tier local authority,2020-04-01,29.0,219
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-01,17.0,88
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-01,12.0,84
Stockport,E08000007,Upper tier local authority,2020-04-01,33.0,193
Staffordshire,E10000028,Upper tier local authority,2020-04-01,54.0,473
St. Helens,E08000013,Upper tier local authority,2020-04-01,29.0,166
Southwark,E09000028,Upper tier local authority,2020-04-01,56.0,601
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-01,16.0,103
Southampton,E06000045,Upper tier local authority,2020-04-01,14.0,140
South Tyneside,E08000023,Upper tier local authority,2020-04-01,9.0,69
South Gloucestershire,E06000025,Upper tier local authority,2020-04-01,6.0,108
Somerset,E10000027,Upper tier local authority,2020-04-01,8.0,86
Solihull,E08000029,Upper tier local authority,2020-04-01,15.0,183
Slough,E06000039,Upper tier local authority,2020-04-01,11.0,140
Shropshire,E06000051,Upper tier local authority,2020-04-01,13.0,138
Sheffield,E08000019,Upper tier local authority,2020-04-01,63.0,829
Sefton,E08000014,Upper tier local authority,2020-04-01,28.0,184
Sandwell,E08000028,Upper tier local authority,2020-04-01,30.0,309
Salford,E08000006,Upper tier local authority,2020-04-01,18.0,209
Rotherham,E08000018,Upper tier local authority,2020-04-01,22.0,206
Rochdale,E08000005,Upper tier local authority,2020-04-01,16.0,143
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-01,15.0,191
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-01,11.0,74
Redbridge,E09000026,Upper tier local authority,2020-04-01,22.0,263
Reading,E06000038,Upper tier local authority,2020-04-01,14.0,96
Portsmouth,E06000044,Upper tier local authority,2020-04-01,6.0,91
Plymouth,E06000026,Upper tier local authority,2020-04-01,8.0,66
Peterborough,E06000031,Upper tier local authority,2020-04-01,6.0,56
Oxfordshire,E10000025,Upper tier local authority,2020-04-01,42.0,372
Oldham,E08000004,Upper tier local authority,2020-04-01,22.0,173
Nottinghamshire,E10000024,Upper tier local authority,2020-04-01,34.0,368
Nottingham,E06000018,Upper tier local authority,2020-04-01,16.0,149
Northumberland,E06000057,Upper tier local authority,2020-04-01,40.0,135
Northamptonshire,E10000021,Upper tier local authority,2020-04-01,54.0,366
North Yorkshire,E10000023,Upper tier local authority,2020-04-01,32.0,216
North Tyneside,E08000022,Upper tier local authority,2020-04-01,35.0,129
North Somerset,E06000024,Upper tier local authority,2020-04-01,8.0,63
North Lincolnshire,E06000013,Upper tier local authority,2020-04-01,8.0,42
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-01,5.0,36
Norfolk,E10000020,Upper tier local authority,2020-04-01,22.0,252
Newham,E09000025,Upper tier local authority,2020-04-01,40.0,410
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-01,41.0,281
Milton Keynes,E06000042,Upper tier local authority,2020-04-01,14.0,163
Middlesbrough,E06000002,Upper tier local authority,2020-04-01,23.0,110
Merton,E09000024,Upper tier local authority,2020-04-01,27.0,302
Medway,E06000035,Upper tier local authority,2020-04-01,33.0,169
Manchester,E08000003,Upper tier local authority,2020-04-01,28.0,256
Luton,E06000032,Upper tier local authority,2020-04-01,17.0,168
Liverpool,E08000012,Upper tier local authority,2020-04-01,47.0,394
Lincolnshire,E10000019,Upper tier local authority,2020-04-01,33.0,231
Lewisham,E09000023,Upper tier local authority,2020-04-01,35.0,393
Leicestershire,E10000018,Upper tier local authority,2020-04-01,45.0,297
Leicester,E06000016,Upper tier local authority,2020-04-01,33.0,167
Leeds,E08000035,Upper tier local authority,2020-04-01,31.0,268
Lancashire,E10000017,Upper tier local authority,2020-04-01,91.0,659
Lambeth,E09000022,Upper tier local authority,2020-04-01,49.0,598
Knowsley,E08000011,Upper tier local authority,2020-04-01,18.0,116
Kirklees,E08000034,Upper tier local authority,2020-04-01,24.0,151
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-01,9.0,160
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-01,5.0,26
Kent,E10000016,Upper tier local authority,2020-04-01,111.0,747
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-01,16.0,243
Islington,E09000019,Upper tier local authority,2020-04-01,17.0,227
Isle of Wight,E06000046,Upper tier local authority,2020-04-01,7.0,26
Hounslow,E09000018,Upper tier local authority,2020-04-01,32.0,288
Hillingdon,E09000017,Upper tier local authority,2020-04-01,22.0,297
Hertfordshire,E10000015,Upper tier local authority,2020-04-01,84.0,789
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-01,6.0,55
Havering,E09000016,Upper tier local authority,2020-04-01,29.0,206
Hartlepool,E06000001,Upper tier local authority,2020-04-01,3.0,23
Harrow,E09000015,Upper tier local authority,2020-04-01,23.0,416
Haringey,E09000014,Upper tier local authority,2020-04-01,22.0,259
Hampshire,E10000014,Upper tier local authority,2020-04-01,71.0,849
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-01,26.0,238
Halton,E06000006,Upper tier local authority,2020-04-01,7.0,64
Hackney,E09000012,Upper tier local authority,2020-04-01,32.0,285
Greenwich,E09000011,Upper tier local authority,2020-04-01,29.0,280
Gloucestershire,E10000013,Upper tier local authority,2020-04-01,34.0,274
Gateshead,E08000037,Upper tier local authority,2020-04-01,33.0,135
Essex,E10000012,Upper tier local authority,2020-04-01,108.0,807
Enfield,E09000010,Upper tier local authority,2020-04-01,27.0,316
East Sussex,E10000011,Upper tier local authority,2020-04-01,21.0,165
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-01,9.0,86
Ealing,E09000009,Upper tier local authority,2020-04-01,26.0,447
Dudley,E08000027,Upper tier local authority,2020-04-01,18.0,256
Dorset,E06000059,Upper tier local authority,2020-04-01,15.0,97
Doncaster,E08000017,Upper tier local authority,2020-04-01,17.0,144
Devon,E10000008,Upper tier local authority,2020-04-01,25.0,177
Derbyshire,E10000007,Upper tier local authority,2020-04-01,51.0,469
Derby,E06000015,Upper tier local authority,2020-04-01,30.0,241
Darlington,E06000005,Upper tier local authority,2020-04-01,4.0,32
Cumbria,E10000006,Upper tier local authority,2020-04-01,74.0,632
Croydon,E09000008,Upper tier local authority,2020-04-01,55.0,570
Coventry,E08000026,Upper tier local authority,2020-04-01,28.0,235
County Durham,E06000047,Upper tier local authority,2020-04-01,52.0,200
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-01,21.0,147
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-01,29.0,157
Cheshire East,E06000049,Upper tier local authority,2020-04-01,31.0,159
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-01,14.0,136
Camden,E09000007,Upper tier local authority,2020-04-01,19.0,263
Cambridgeshire,E10000003,Upper tier local authority,2020-04-01,13.0,214
Calderdale,E08000033,Upper tier local authority,2020-04-01,6.0,63
Bury,E08000002,Upper tier local authority,2020-04-01,16.0,116
Buckinghamshire,E10000002,Upper tier local authority,2020-04-01,19.0,266
Bromley,E09000006,Upper tier local authority,2020-04-01,49.0,461
"Bristol, City of",E06000023,Upper tier local authority,2020-04-01,17.0,168
Brighton and Hove,E06000043,Upper tier local authority,2020-04-01,19.0,113
Brent,E09000005,Upper tier local authority,2020-04-01,55.0,643
Bradford,E08000032,Upper tier local authority,2020-04-01,21.0,170
Bracknell Forest,E06000036,Upper tier local authority,2020-04-01,10.0,56
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-01,15.0,92
Bolton,E08000001,Upper tier local authority,2020-04-01,25.0,127
Blackpool,E06000009,Upper tier local authority,2020-04-01,5.0,49
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-01,8.0,54
Birmingham,E08000025,Upper tier local authority,2020-04-01,108.0,1171
Bexley,E09000004,Upper tier local authority,2020-04-01,29.0,230
Bedford,E06000055,Upper tier local authority,2020-04-01,11.0,101
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-01,5.0,57
Barnsley,E08000016,Upper tier local authority,2020-04-01,26.0,205
Barnet,E09000003,Upper tier local authority,2020-04-01,37.0,587
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-01,21.0,185
Yorkshire and The Humber,E12000003,Region,2020-04-01,298.0,2626
West Midlands,E12000005,Region,2020-04-01,411.0,4258
South West,E12000009,Region,2020-04-01,183.0,1569
South East,E12000008,Region,2020-04-01,546.0,4823
North West,E12000002,Region,2020-04-01,616.0,4553
North East,E12000001,Region,2020-04-01,306.0,1478
London,E12000007,Region,2020-04-01,960.0,11056
East of England,E12000006,Region,2020-04-01,330.0,2948
East Midlands,E12000004,Region,2020-04-01,296.0,2294
England,E92000001,Nation,2020-04-01,4074.0,36751
York,E06000014,Upper tier local authority,2020-03-31,5.0,39
Worcestershire,E10000034,Upper tier local authority,2020-03-31,37.0,321
Wolverhampton,E08000031,Upper tier local authority,2020-03-31,23.0,260
Wokingham,E06000041,Upper tier local authority,2020-03-31,8.0,86
Wirral,E08000015,Upper tier local authority,2020-03-31,16.0,139
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-03-31,7.0,90
Wiltshire,E06000054,Upper tier local authority,2020-03-31,10.0,118
Wigan,E08000010,Upper tier local authority,2020-03-31,24.0,123
Westminster,E09000033,Upper tier local authority,2020-03-31,12.0,325
West Sussex,E10000032,Upper tier local authority,2020-03-31,32.0,268
West Berkshire,E06000037,Upper tier local authority,2020-03-31,4.0,73
Warwickshire,E10000031,Upper tier local authority,2020-03-31,20.0,307
Warrington,E06000007,Upper tier local authority,2020-03-31,19.0,87
Wandsworth,E09000032,Upper tier local authority,2020-03-31,41.0,456
Waltham Forest,E09000031,Upper tier local authority,2020-03-31,36.0,292
Walsall,E08000030,Upper tier local authority,2020-03-31,30.0,273
Wakefield,E08000036,Upper tier local authority,2020-03-31,16.0,116
Trafford,E08000009,Upper tier local authority,2020-03-31,13.0,146
Tower Hamlets,E09000030,Upper tier local authority,2020-03-31,25.0,261
Torbay,E06000027,Upper tier local authority,2020-03-31,7.0,49
Thurrock,E06000034,Upper tier local authority,2020-03-31,10.0,93
Telford and Wrekin,E06000020,Upper tier local authority,2020-03-31,6.0,67
Tameside,E08000008,Upper tier local authority,2020-03-31,18.0,116
Swindon,E06000030,Upper tier local authority,2020-03-31,4.0,46
Sutton,E09000029,Upper tier local authority,2020-03-31,19.0,211
Surrey,E10000030,Upper tier local authority,2020-03-31,64.0,759
Sunderland,E08000024,Upper tier local authority,2020-03-31,46.0,163
Suffolk,E10000029,Upper tier local authority,2020-03-31,26.0,190
Stoke-on-Trent,E06000021,Upper tier local authority,2020-03-31,3.0,71
Stockton-on-Tees,E06000004,Upper tier local authority,2020-03-31,8.0,72
Stockport,E08000007,Upper tier local authority,2020-03-31,18.0,160
Staffordshire,E10000028,Upper tier local authority,2020-03-31,41.0,419
St. Helens,E08000013,Upper tier local authority,2020-03-31,18.0,137
Southwark,E09000028,Upper tier local authority,2020-03-31,34.0,545
Southend-on-Sea,E06000033,Upper tier local authority,2020-03-31,15.0,87
Southampton,E06000045,Upper tier local authority,2020-03-31,20.0,126
South Tyneside,E08000023,Upper tier local authority,2020-03-31,13.0,60
South Gloucestershire,E06000025,Upper tier local authority,2020-03-31,11.0,102
Somerset,E10000027,Upper tier local authority,2020-03-31,8.0,78
Solihull,E08000029,Upper tier local authority,2020-03-31,17.0,168
Slough,E06000039,Upper tier local authority,2020-03-31,6.0,129
Shropshire,E06000051,Upper tier local authority,2020-03-31,9.0,125
Sheffield,E08000019,Upper tier local authority,2020-03-31,110.0,766
Sefton,E08000014,Upper tier local authority,2020-03-31,33.0,156
Sandwell,E08000028,Upper tier local authority,2020-03-31,35.0,279
Salford,E08000006,Upper tier local authority,2020-03-31,29.0,191
Rutland,E06000017,Upper tier local authority,2020-03-31,2.0,6
Rotherham,E08000018,Upper tier local authority,2020-03-31,29.0,184
Rochdale,E08000005,Upper tier local authority,2020-03-31,19.0,127
Richmond upon Thames,E09000027,Upper tier local authority,2020-03-31,16.0,176
Redcar and Cleveland,E06000003,Upper tier local authority,2020-03-31,8.0,63
Redbridge,E09000026,Upper tier local authority,2020-03-31,26.0,241
Reading,E06000038,Upper tier local authority,2020-03-31,5.0,82
Portsmouth,E06000044,Upper tier local authority,2020-03-31,1.0,85
Plymouth,E06000026,Upper tier local authority,2020-03-31,2.0,58
Peterborough,E06000031,Upper tier local authority,2020-03-31,4.0,50
Oxfordshire,E10000025,Upper tier local authority,2020-03-31,51.0,330
Oldham,E08000004,Upper tier local authority,2020-03-31,13.0,151
Nottinghamshire,E10000024,Upper tier local authority,2020-03-31,40.0,334
Nottingham,E06000018,Upper tier local authority,2020-03-31,14.0,133
Northumberland,E06000057,Upper tier local authority,2020-03-31,17.0,95
Northamptonshire,E10000021,Upper tier local authority,2020-03-31,48.0,312
North Yorkshire,E10000023,Upper tier local authority,2020-03-31,19.0,184
North Tyneside,E08000022,Upper tier local authority,2020-03-31,19.0,94
North Somerset,E06000024,Upper tier local authority,2020-03-31,4.0,55
North Lincolnshire,E06000013,Upper tier local authority,2020-03-31,8.0,34
North East Lincolnshire,E06000012,Upper tier local authority,2020-03-31,2.0,31
Norfolk,E10000020,Upper tier local authority,2020-03-31,25.0,230
Newham,E09000025,Upper tier local authority,2020-03-31,44.0,370
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-03-31,34.0,240
Milton Keynes,E06000042,Upper tier local authority,2020-03-31,17.0,149
Middlesbrough,E06000002,Upper tier local authority,2020-03-31,15.0,87
Merton,E09000024,Upper tier local authority,2020-03-31,28.0,275
Medway,E06000035,Upper tier local authority,2020-03-31,17.0,136
Manchester,E08000003,Upper tier local authority,2020-03-31,33.0,228
Luton,E06000032,Upper tier local authority,2020-03-31,26.0,151
Liverpool,E08000012,Upper tier local authority,2020-03-31,41.0,347
Lincolnshire,E10000019,Upper tier local authority,2020-03-31,26.0,198
Lewisham,E09000023,Upper tier local authority,2020-03-31,38.0,358
Leicestershire,E10000018,Upper tier local authority,2020-03-31,44.0,252
Leicester,E06000016,Upper tier local authority,2020-03-31,27.0,134
Leeds,E08000035,Upper tier local authority,2020-03-31,24.0,237
Lancashire,E10000017,Upper tier local authority,2020-03-31,87.0,568
Lambeth,E09000022,Upper tier local authority,2020-03-31,40.0,549
Knowsley,E08000011,Upper tier local authority,2020-03-31,14.0,98
Kirklees,E08000034,Upper tier local authority,2020-03-31,19.0,127
Kingston upon Thames,E09000021,Upper tier local authority,2020-03-31,12.0,151
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-03-31,2.0,21
Kent,E10000016,Upper tier local authority,2020-03-31,93.0,636
Kensington and Chelsea,E09000020,Upper tier local authority,2020-03-31,18.0,227
Islington,E09000019,Upper tier local authority,2020-03-31,16.0,210
Isle of Wight,E06000046,Upper tier local authority,2020-03-31,1.0,19
Hounslow,E09000018,Upper tier local authority,2020-03-31,22.0,256
Hillingdon,E09000017,Upper tier local authority,2020-03-31,33.0,275
Hertfordshire,E10000015,Upper tier local authority,2020-03-31,77.0,705
"Herefordshire, County of",E06000019,Upper tier local authority,2020-03-31,9.0,49
Havering,E09000016,Upper tier local authority,2020-03-31,26.0,177
Hartlepool,E06000001,Upper tier local authority,2020-03-31,3.0,20
Harrow,E09000015,Upper tier local authority,2020-03-31,27.0,393
Haringey,E09000014,Upper tier local authority,2020-03-31,18.0,237
Hampshire,E10000014,Upper tier local authority,2020-03-31,78.0,778
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-03-31,17.0,212
Halton,E06000006,Upper tier local authority,2020-03-31,9.0,57
Hackney,E09000012,Upper tier local authority,2020-03-31,31.0,253
Greenwich,E09000011,Upper tier local authority,2020-03-31,30.0,251
Gloucestershire,E10000013,Upper tier local authority,2020-03-31,30.0,240
